MSSubClass,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,MoSold,SaleType,SaleCondition,Id,LotFrontage,LotArea,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,MiscVal,YrSold,SalePrice
50,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,0,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,Unf,2,TA,TA,Y,None,MnPrv,Shed,9,WD,Normal,52,52,6240,1934,1950,0,0,0,816,816,816,0,360,1176,1985,528,112,0,0,0,0,0,400,2006,114500
90,RM,Grvl,None,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,Fa,TA,CBlock,Gd,TA,Gd,LwQ,GLQ,GasA,TA,N,SBrkr,1,0,1,0,2,1,TA,5,Typ,0,None,CarPort,Unf,2,TA,TA,Y,None,None,None,5,WD,Normal,53,110,8472,1963,1963,0,104,712,0,816,816,0,0,816,1963,516,106,0,0,0,0,0,0,2010,110000
80,RL,Pave,None,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,0,0,1,0,3,1,TA,6,Min1,1,TA,Detchd,Unf,2,TA,TA,Y,None,MnPrv,None,2,WD,Normal,55,60,7134,1955,1955,0,384,0,0,384,1360,0,0,1360,1962,572,0,50,0,0,0,0,0,2007,130000
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,None,None,None,7,WD,Normal,56,100,10175,1964,1964,272,490,0,935,1425,1425,0,0,1425,1964,576,0,0,0,407,0,0,0,2008,180500
160,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,Fin,2,TA,TA,Y,None,None,None,8,WD,Abnorml,57,24,2645,1999,2000,456,649,0,321,970,983,756,0,1739,1999,480,115,0,0,0,0,0,0,2009,172500
60,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,RFn,2,TA,TA,Y,None,None,None,8,WD,Normal,58,89,11645,2004,2004,0,0,0,860,860,860,860,0,1720,2004,565,0,70,0,0,0,0,0,2006,196500
20,RL,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,Unf,1,TA,TA,Y,None,MnPrv,None,1,WD,Normal,60,60,7200,1972,1972,0,632,0,148,780,780,0,0,780,1973,352,196,0,0,0,0,0,0,2008,124900
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,1,0,1,1,3,1,Gd,5,Typ,0,None,Detchd,Unf,2,TA,TA,Y,None,None,None,5,New,Partial,61,63,13072,2004,2004,0,941,0,217,1158,1158,0,0,1158,2006,576,0,50,0,0,0,0,0,2006,158000
75,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,GasA,TA,N,SBrkr,0,0,1,0,3,1,Fa,6,Typ,0,None,Detchd,Unf,1,TA,TA,N,None,None,None,3,WD,Normal,62,60,7200,1920,1996,0,0,0,530,530,581,530,0,1111,1935,288,0,0,144,0,0,0,0,2007,101000
120,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,Gd,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,None,None,None,10,WD,Normal,63,44,6442,2006,2006,178,24,0,1346,1370,1370,0,0,1370,2006,484,120,49,0,0,0,0,0,2007,202500
70,RM,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,Gable,CompShg,Stucco,Stucco,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,0,0,2,0,3,1,TA,9,Typ,0,None,Detchd,Unf,2,TA,TA,Y,None,GdPrv,None,4,WD,Normal,64,50,10300,1921,1950,0,0,0,576,576,902,808,0,1710,1990,480,12,11,64,0,0,0,0,2010,140000
60,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1,0,2,1,3,1,Gd,8,Typ,0,None,Attchd,RFn,2,TA,TA,Y,None,GdPrv,None,2,WD,Normal,65,0,9375,1997,1998,573,739,0,318,1057,1057,977,0,2034,1998,645,576,36,0,0,0,0,0,2009,219500
60,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,RFn,3,TA,TA,Y,None,None,None,10,WD,Normal,66,76,9591,2004,2005,344,0,0,1143,1143,1143,1330,0,2473,2004,852,192,151,0,0,0,0,0,2007,317000
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,1,0,2,0,3,1,TA,7,Min1,1,Gd,Attchd,RFn,2,TA,TA,Y,None,None,None,7,WD,Normal,67,0,19900,1970,1989,287,912,0,1035,1947,2207,0,0,2207,1970,576,301,0,0,0,0,0,0,2010,180000
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,RFn,2,TA,TA,Y,None,None,None,6,WD,Normal,68,72,10665,2003,2003,167,1013,0,440,1453,1479,0,0,1479,2003,558,144,29,0,0,0,0,0,2007,226000
30,RM,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,0,0,1,0,2,1,TA,4,Typ,0,None,Attchd,Unf,1,TA,TA,Y,None,None,None,6,WD,Normal,69,47,4608,1945,1950,0,0,0,747,747,747,0,0,747,1945,220,0,0,0,0,0,0,0,2010,80000
50,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,Gable,CompShg,BrkFace,AsbShng,None,Gd,TA,CBlock,TA,TA,No,BLQ,Unf,GasW,TA,Y,SBrkr,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,None,None,None,7,WD,Normal,70,81,15593,1953,1953,0,603,0,701,1304,1304,983,0,2287,1953,667,0,21,114,0,0,0,0,2006,225000
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,Gable,CompShg,Plywood,Plywood,BrkFace,TA,Gd,CBlock,Gd,TA,Gd,ALQ,Unf,GasA,Ex,Y,SBrkr,1,0,2,0,3,1,TA,8,Typ,2,Gd,Attchd,Fin,2,TA,TA,Y,None,None,None,2,WD,Normal,71,95,13651,1973,1973,1115,1880,0,343,2223,2223,0,0,2223,1973,516,300,0,0,0,0,0,0,2007,244000
20,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,1,0,1,0,2,1,TA,4,Typ,0,None,Detchd,Unf,2,TA,TA,Y,None,None,None,6,WD,Normal,72,69,7599,1982,2006,0,565,0,280,845,845,0,0,845,1987,360,0,0,0,0,0,0,0,2007,129500
60,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,None,None,None,12,WD,Normal,73,74,10141,1998,1998,40,0,0,832,832,885,833,0,1718,1998,427,0,94,0,0,291,0,0,2009,185000
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,Gd,Y,SBrkr,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,Unf,2,TA,TA,Y,None,GdWo,None,5,WD,Normal,74,85,10200,1954,2003,104,320,362,404,1086,1086,0,0,1086,1989,490,0,0,0,0,0,0,0,2010,144900
50,RM,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,Gambrel,CompShg,VinylSd,VinylSd,None,Gd,Gd,CBlock,Fa,TA,No,Unf,Unf,GasA,Gd,N,SBrkr,0,0,2,0,3,2,TA,8,Typ,0,None,Detchd,Unf,1,TA,TA,Y,None,None,None,5,WD,Normal,75,60,5790,1915,1950,0,0,0,840,840,840,765,0,1605,1915,379,0,0,202,0,0,0,0,2010,107400
180,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,1,0,1,0,2,1,TA,5,Typ,0,None,BuiltIn,Unf,1,TA,TA,Y,None,GdWo,None,11,WD,Normal,76,21,1596,1973,1973,0,462,0,0,462,526,462,0,988,1973,297,120,101,0,0,0,0,0,2009,91000
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,FuseA,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,Unf,1,TA,TA,Y,None,None,None,4,WD,Normal,77,0,8475,1956,1956,0,228,0,724,952,952,0,0,952,1956,283,0,0,0,0,0,0,0,2008,135750
50,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,GLQ,GasA,TA,Y,SBrkr,1,0,1,0,2,1,TA,6,Min1,0,None,Detchd,Unf,1,TA,TA,Y,None,MnPrv,None,1,WD,Normal,78,50,8635,1948,2001,0,336,41,295,672,1072,213,0,1285,1948,240,0,0,0,0,0,0,0,2008,127000
90,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,N,SBrkr,0,0,2,0,4,2,TA,8,Typ,0,None,None,None,0,None,None,Y,None,None,None,4,WD,Normal,79,72,10778,1968,1968,0,0,0,1768,1768,1768,0,0,1768,NA,0,0,0,0,0,0,0,0,2010,136500
50,RM,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,0,0,1,1,2,1,TA,5,Typ,0,None,Detchd,Unf,2,TA,TA,Y,None,MnPrv,None,5,WD,Normal,80,60,10440,1910,1981,0,0,0,440,440,682,548,0,1230,1966,440,74,0,128,0,0,0,0,2009,110000
60,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,CBlock,Gd,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,0,0,2,1,4,1,Gd,8,Typ,1,Gd,Attchd,Fin,1,TA,TA,Y,None,None,None,6,WD,Normal,81,100,13000,1968,1968,576,448,0,448,896,1182,960,0,2142,1968,509,0,72,0,0,252,0,0,2009,193500
120,RM,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,PConc,Ex,Gd,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1,0,2,0,2,1,TA,5,Typ,0,None,Attchd,Fin,2,TA,TA,Y,None,None,None,3,WD,Normal,82,32,4500,1998,1998,443,1201,0,36,1237,1337,0,0,1337,1998,405,0,199,0,0,0,0,0,2006,153500
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,RFn,3,TA,TA,Y,None,None,None,10,WD,Normal,83,78,10206,2007,2007,468,33,0,1530,1563,1563,0,0,1563,2007,758,144,99,0,0,0,0,0,2008,245000
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,BrkCmn,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,0,0,1,1,3,1,TA,6,Typ,0,None,Detchd,Unf,2,TA,TA,Y,None,None,None,7,COD,Normal,84,80,8892,1960,1960,66,0,0,1065,1065,1065,0,0,1065,1974,461,74,0,0,0,0,0,0,2007,126500
80,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2,TA,TA,Y,None,None,Shed,5,WD,Normal,85,0,8530,1995,1996,22,0,0,384,384,804,670,0,1474,1995,400,120,72,0,0,0,0,700,2009,168500
60,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,None,None,None,4,WD,Normal,86,121,16059,1991,1992,284,0,0,1288,1288,1301,1116,0,2417,1991,462,127,82,0,0,0,0,0,2006,260000
60,RL,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,0,0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,Fin,2,TA,TA,Y,None,None,None,3,WD,Normal,87,122,11911,2005,2005,0,0,0,684,684,684,876,0,1560,2005,400,100,38,0,0,0,0,0,2009,174000
160,FV,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,0,0,2,1,2,1,Gd,4,Typ,0,None,Detchd,RFn,2,TA,TA,Y,None,None,None,6,New,Partial,88,40,3951,2009,2009,76,0,0,612,612,612,612,0,1224,2009,528,0,234,0,0,0,0,0,2009,164500
50,C (all),Pave,None,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,Hip,CompShg,Plywood,Plywood,None,Fa,Fa,CBlock,TA,Fa,No,Unf,Unf,GasA,TA,N,SBrkr,0,0,1,0,2,1,Fa,6,Typ,0,None,None,None,0,None,None,N,None,MnPrv,None,10,ConLD,Abnorml,89,105,8470,1915,1982,0,0,0,1013,1013,1013,0,513,1526,NA,0,0,0,156,0,0,0,0,2009,85000
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1,0,1,0,3,1,TA,5,Typ,0,None,None,None,0,None,None,Y,None,None,None,8,WD,Normal,90,60,8070,1994,1995,0,588,0,402,990,990,0,0,990,NA,0,0,0,0,0,0,0,0,2007,123600
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,BrkFace,Wd Sdng,None,TA,TA,Slab,None,None,None,None,None,GasA,TA,Y,FuseA,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,Unf,2,TA,TA,Y,None,None,None,7,WD,Normal,91,60,7200,1950,1950,0,0,0,0,0,1040,0,0,1040,1950,420,0,29,0,0,0,0,0,2006,109900
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,Hip,CompShg,HdBoard,HdBoard,BrkCmn,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,0,0,1,0,2,1,TA,6,Typ,0,None,Attchd,Unf,2,TA,TA,Y,None,GdWo,None,12,WD,Abnorml,92,85,8500,1961,1961,203,600,0,635,1235,1235,0,0,1235,1961,480,0,0,0,0,0,0,0,2006,98600
30,RL,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Gd,BrkTil,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,1,0,1,0,2,1,TA,5,Typ,0,None,Detchd,Unf,2,TA,TA,Y,None,None,None,8,WD,Normal,93,80,13360,1921,2006,0,713,0,163,876,964,0,0,964,1921,432,0,0,44,0,0,0,0,2009,163500
190,C (all),Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,Fa,Mn,Rec,Unf,GasW,Ex,N,SBrkr,0,1,2,0,4,2,TA,9,Typ,1,Gd,Detchd,Unf,2,TA,TA,Y,None,None,None,11,WD,Normal,94,60,7200,1910,1998,0,1046,0,168,1214,1260,1031,0,2291,1900,506,0,0,0,0,99,0,0,2007,133900
60,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,RFn,2,TA,TA,Y,None,None,None,5,WD,Normal,95,69,9337,1997,1997,0,648,0,176,824,905,881,0,1786,1997,684,0,162,0,0,0,0,0,2007,204750
60,RL,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,Ex,Gd,PConc,Gd,Gd,No,ALQ,Unf,GasA,Gd,Y,SBrkr,0,0,2,1,3,1,TA,6,Typ,1,TA,BuiltIn,Fin,2,TA,TA,Y,None,None,Shed,4,WD,Normal,96,0,9765,1993,1993,68,310,0,370,680,680,790,0,1470,1993,420,232,63,0,0,0,0,480,2009,185000
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,RFn,2,TA,TA,Y,None,None,None,8,WD,Normal,97,78,10264,1999,1999,183,1162,0,426,1588,1588,0,0,1588,1999,472,158,29,0,0,0,0,0,2006,214000
20,RL,Pave,None,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,FuseF,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,Fin,1,TA,TA,P,None,None,None,5,WD,Normal,98,73,10921,1965,1965,48,520,0,440,960,960,0,0,960,1965,432,120,0,0,0,0,0,0,2007,94750
30,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,GasA,Fa,N,SBrkr,0,0,1,0,2,1,TA,5,Typ,0,None,Basment,Unf,1,Fa,TA,Y,None,None,Shed,5,COD,Abnorml,99,85,10625,1920,1950,0,108,0,350,458,835,0,0,835,1920,366,0,0,77,0,0,0,400,2010,83000
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Fa,Y,SBrkr,1,0,1,1,3,1,TA,6,Typ,0,None,None,None,0,None,None,Y,None,None,Shed,1,WD,Normal,100,77,9320,1959,1959,0,569,0,381,950,1225,0,0,1225,NA,0,352,0,0,0,0,0,400,2010,128950
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,PConc,TA,TA,Mn,ALQ,Unf,GasA,Gd,Y,SBrkr,1,0,2,0,3,1,Gd,6,Typ,2,TA,Attchd,RFn,2,TA,TA,Y,None,None,None,2,WD,Normal,101,0,10603,1977,2001,28,1200,0,410,1610,1610,0,0,1610,1977,480,168,68,0,0,0,0,0,2010,205000
60,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,None,None,None,6,WD,Normal,102,77,9206,1985,1985,336,0,0,741,741,977,755,0,1732,1985,476,192,46,0,0,0,0,0,2010,178000
90,RL,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,None,TA,Fa,Slab,None,None,None,None,None,GasA,TA,Y,SBrkr,0,0,2,0,4,2,TA,8,Typ,0,None,Attchd,Unf,2,TA,TA,Y,None,None,None,6,WD,Alloca,103,64,7018,1979,1979,0,0,0,0,0,1535,0,0,1535,1979,410,0,0,0,0,0,0,0,2009,118964
20,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,RFn,3,TA,TA,Y,None,None,None,5,WD,Normal,104,94,10402,2009,2009,0,0,0,1226,1226,1226,0,0,1226,2009,740,0,36,0,0,0,0,0,2010,198900
50,RM,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,Gable,CompShg,Stucco,Stucco,BrkFace,TA,Fa,PConc,TA,TA,No,LwQ,Unf,GasA,Ex,Y,FuseF,0,0,1,1,4,1,TA,7,Typ,2,TA,Detchd,Unf,1,TA,TA,Y,None,None,None,6,WD,Normal,105,0,7758,1931,1950,600,224,0,816,1040,1226,592,0,1818,1951,240,0,0,0,0,184,0,0,2007,169500
60,FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,None,None,None,8,WD,Normal,106,75,9375,2003,2004,768,0,0,1053,1053,1053,939,0,1992,2003,648,140,45,0,0,0,0,0,2008,250000
